ticker,company,price,marketCap,need,r1_score,reason
CHA,Chagee Holdings Limited American Depositary Shares,10.81,2062151554.0,food-service,28,"R1: need alignment below threshold (score 8/30, need=food-service)"
CBNA,Chain Bridge Bancorp Inc. Class A Common Stock,45.97,301646727.0,finance,20,"R1: need alignment below threshold (score 5/30, need=finance)"
CD,Chaince Digital Holdings Inc. Ordinary Shares,3.315,364662597.0,finance,19,"R1: need alignment below threshold (score 4/30, need=finance)"
CGMLF,Chalice Mining Limited,1.1,429178784.0,materials,23,"R1: need alignment below threshold (score 8/30, need=materials)"
CFIGF,Challenger Limited,5.6,3816875264.0,finance,25,"R1: need alignment below threshold (score 5/30, need=finance)"
CLLED,Challenger Gold Limited,1.846,314277696.0,materials,18,"R1: need alignment below threshold (score 3/30, need=materials)"
NZRFF,Channel Infrastructure NZ Limited,2.23,924087808.0,shelter,36,"R1: need alignment below threshold (score 18/30, need=shelter)"
CGROF,The Character Group plc,3.26,56542900.0,discretionary,16,"R1: need alignment below threshold (score 4/30, need=discretionary)"
CRL,Charles River Laboratories International Inc. Common Stock,297.64,14336643072.0,health,36,"R1: need alignment below threshold (score 16/30, need=health)"
SCHW,Charles Schwab Corporation (The) Common Stock,112.27,194152520611.0,finance,23,"R1: need alignment below threshold (score 3/30, need=finance)"
CHTR,Charter Communications Inc. Class A Common Stock New,155.14,17775552109.0,media,26,"R1: need alignment below threshold (score 6/30, need=media)"
CHTRP,Charter Communications Inc. Series A Cumulative Redeemable Preferred Stock,23.79,2725798535.0,media,26,"R1: need alignment below threshold (score 6/30, need=media)"
CTOUF,Charter Hall Group,16.82,7955812352.0,y-unmapped,28,"R1: need alignment below threshold (score 8/30, need=y-unmapped)"
CHLWF,Charter Hall Long WALE REIT,1.73,1249676416.0,finance,22,"R1: need alignment below threshold (score 4/30, need=finance)"
FKKEF,Charter Hall Social Infrastructure REIT,1.705,632740480.0,shelter,36,"R1: need alignment below threshold (score 18/30, need=shelter)"
CWSRF,Chartwell Retirement Residences,15.26,5031568896.0,y-unmapped,28,"R1: need alignment below threshold (score 8/30, need=y-unmapped)"
CLDT,Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest,13.79,642139817.0,shelter,26,"R1: need alignment below threshold (score 8/30, need=shelter)"
CCG,Cheche Group Inc. Class A Ordinary Shares,17.21,43118381.0,finance,15,"R1: need alignment below threshold (score 6/30, need=finance)"
CHKP,Check Point Software Technologies Ltd. Ordinary Shares,129.52,13224074240.0,software:infrastructure,38,"R1: need alignment below threshold (score 18/30, need=software:infrastructure)"
CAKE,Cheesecake Factory Incorporated (The) Common Stock,113.485,5647085549.0,food-service,28,"R1: need alignment below threshold (score 8/30, need=food-service)"
CMCM,Cheetah Mobile Inc. American Depositary Shares each representing fifty (50) Class A Ordinary Shares,3.03,94047040.0,media,16,"R1: need alignment below threshold (score 4/30, need=media)"
CHGG,Chegg Inc. Common Stock,0.7914,87867149.0,services,18,"R1: need alignment below threshold (score 6/30, need=services)"
CC,Chemours Company (The) Common Stock,15.77,2373369151.0,infrastructure,32,"R1: need alignment below threshold (score 12/30, need=infrastructure)"
CMGMY,Chemring Group PLC,7.65,2069719936.0,transport,28,"R1: need alignment below threshold (score 8/30, need=transport)"
CHMG,Chemung Financial Corp Common Stock,82.6,398253587.0,finance,20,"R1: need alignment below threshold (score 5/30, need=finance)"
LNG,Cheniere Energy Inc. Common Stock,278.8,57581723250.0,energy,32,"R1: need alignment below threshold (score 12/30, need=energy)"
CHMI,Cherry Hill Mortgage Investment Corporation Common Stock,2.93,108255864.0,shelter,23,"R1: need alignment below threshold (score 8/30, need=shelter)"
CHRHF,Chervon Holdings Limited,2.23,1134521088.0,infrastructure,34,"R1: need alignment below threshold (score 16/30, need=infrastructure)"
CPKF,CHESAPEAKE FINANCIAL SHARES INC,39.0,182782672.0,finance,19,"R1: need alignment below threshold (score 4/30, need=finance)"
CHPGF,Chesapeake Gold Corp,2.73,209897712.0,materials,18,"R1: need alignment below threshold (score 3/30, need=materials)"
CHKR,CHESAPEAKE GRANITE WASH TRUST,0.395,18466250.0,energy,13,"R1: need alignment below threshold (score 8/30, need=energy)"
CPK,Chesapeake Utilities Corporation Common Stock,135.0,3254371425.0,energy,28,"R1: need alignment below threshold (score 8/30, need=energy)"
CSNRF,Chesnara plc,4.59,1060837632.0,finance,23,"R1: need alignment below threshold (score 5/30, need=finance)"
CNBA,"Chester Bancorp, Inc.",5.85,26129610.0,finance,13,"R1: need alignment below threshold (score 4/30, need=finance)"
CNGKY,Cheung Kong Property Holdings Limited/ADR,11.75,20561197056.0,shelter,30,"R1: need alignment below threshold (score 10/30, need=shelter)"
CVX,Chevron Corporation Common Stock,199.89,394936919960.0,energy,28,"R1: need alignment below threshold (score 8/30, need=energy)"
CHWY,Chewy Inc. Class A Common Stock,24.69,10108683671.0,retail,25,"R1: need alignment below threshold (score 5/30, need=retail)"
CHBAY,"The Chiba Bank, Ltd.",83.14,11494349824.0,finance,24,"R1: need alignment below threshold (score 4/30, need=finance)"
CHBKF,"The Chiba Kogyo Bank, Ltd.",10.26,589655744.0,finance,22,"R1: need alignment below threshold (score 4/30, need=finance)"
LIEN,Chicago Atlantic BDC Inc. Common Stock,10.19,232541812.0,finance,19,"R1: need alignment below threshold (score 4/30, need=finance)"
REFI,Chicago Atlantic Real Estate Finance Inc. Common Stock,10.8,276708377.0,shelter,23,"R1: need alignment below threshold (score 8/30, need=shelter)"
PLCE,Children's Place Inc. (The) Common Stock,2.69,59817710.0,clothing,17,"R1: need alignment below threshold (score 5/30, need=clothing)"
COBA,Chilean Cobalt Corp.,2.44,141452736.0,unknown,23,"R1: need alignment below threshold (score 8/30, need=unknown)"
CHYM,Chime Financial Inc. Class A Common Stock,33.1,12531167174.0,finance,24,"R1: need alignment below threshold (score 4/30, need=finance)"
CIMN,Chimera Investment Corporation 9.000% Senior Notes due 2029,25.14,2024541697.0,shelter,28,"R1: need alignment below threshold (score 8/30, need=shelter)"
CIM,Chimera Investment Corporation Common Stock,11.61,971894207.0,shelter,26,"R1: need alignment below threshold (score 8/30, need=shelter)"
CFRLF,China Aircraft Leasing Group Holdings Limited,0.6443,481920256.0,software:transport,31,"R1: need alignment below threshold (score 16/30, need=software:transport)"
CAOLF,China Aviation Oil (Singapore) Corporation Ltd,1.1904,1023962560.0,energy,26,"R1: need alignment below threshold (score 8/30, need=energy)"
CBLUY,China BlueChemical Ltd.,16.95,1562790016.0,infrastructure,33,"R1: need alignment below threshold (score 15/30, need=infrastructure)"
CHBGF,China Boton Group Company Limited,0.3,317694656.0,infrastructure,31,"R1: need alignment below threshold (score 16/30, need=infrastructure)"
CCGDF,"China Cinda Asset Management Co., Ltd.",0.1337,5102598144.0,finance,24,"R1: need alignment below threshold (score 4/30, need=finance)"
CHCJY,China CITIC Bank Corporation Limited,19.6,54532259840.0,finance,24,"R1: need alignment below threshold (score 4/30, need=finance)"
CUCSY,China Communications Services Corporation Limited,13.5,4343101952.0,infrastructure,35,"R1: need alignment below threshold (score 15/30, need=infrastructure)"
CICHY,China Construction Bank Corporation,23.5,307380453376.0,shelter,38,"R1: need alignment below threshold (score 18/30, need=shelter)"
CDGXY,"China Dongxiang (Group) Co., Ltd.",2.09,245450544.0,clothing,22,"R1: need alignment below threshold (score 7/30, need=clothing)"
CHEAF,China Eastern Airlines Corporation Limited,0.3703,8179088896.0,transport,38,"R1: need alignment below threshold (score 18/30, need=transport)"
CEGHF,China Education Group Holdings Limited,0.415,1162129792.0,services,28,"R1: need alignment below threshold (score 10/30, need=services)"
CEVIF,China Everbright Limited,0.7759,1307588352.0,finance,20,"R1: need alignment below threshold (score 2/30, need=finance)"
CEBCF,China Everbright Bank Company Limited,0.41,24225075200.0,finance,24,"R1: need alignment below threshold (score 4/30, need=finance)"
CGXYY,"China Galaxy Securities Co., Ltd.",27.67,302554906624.0,finance,24,"R1: need alignment below threshold (score 4/30, need=finance)"
CGHLY,China Gas Holdings Limited,18.1,3944462592.0,energy,38,"R1: need alignment below threshold (score 18/30, need=energy)"
JINFF,China Gold International Resources Corp. Ltd.,32.43,12855698432.0,materials,23,"R1: need alignment below threshold (score 3/30, need=materials)"
CHHQY,China Hongqiao Group Limited,32.0,31422072832.0,materials,30,"R1: need alignment below threshold (score 10/30, need=materials)"
CNINF,"China International Marine Containers (Group) Co., Ltd.",0.79,4260091136.0,infrastructure,35,"R1: need alignment below threshold (score 15/30, need=infrastructure)"
CJNHF,China Jinmao Holdings Group Limited,0.1516,2048489984.0,shelter,30,"R1: need alignment below threshold (score 10/30, need=shelter)"
NWWCF,New China Life Insurance Company Ltd.,6.37,19871512576.0,finance,24,"R1: need alignment below threshold (score 4/30, need=finance)"
CHLLY,China Literature Limited,6.4,6506030592.0,media,24,"R1: need alignment below threshold (score 4/30, need=media)"
CHND,China Media Inc.,1.0,39750000.0,discretionary,13,"R1: need alignment below threshold (score 4/30, need=discretionary)"
CMEIF,China MeiDong Auto Holdings Limited,0.1022,137586464.0,transport,33,"R1: need alignment below threshold (score 18/30, need=transport)"
CIHKY,"China Merchants Bank Co., Ltd.",31.53,159036342272.0,finance,24,"R1: need alignment below threshold (score 4/30, need=finance)"
CMHHF,China Merchants Port Holdings Company Limited,2.34,9823340544.0,transport,36,"R1: need alignment below threshold (score 16/30, need=transport)"
CMAKY,"China Minsheng Banking Corp., Ltd.",4.28,22459672576.0,finance,24,"R1: need alignment below threshold (score 4/30, need=finance)"
CMCLF,"China Molybdenum Co., Ltd.",2.35,56586391552.0,materials,28,"R1: need alignment below threshold (score 8/30, need=materials)"
CBUMF,China National Building Material Company Limited,0.4667,3543663104.0,shelter,38,"R1: need alignment below threshold (score 18/30, need=shelter)"
CHOLF,China Oilfield Services Limited,0.8767,4183254784.0,energy,30,"R1: need alignment below threshold (score 10/30, need=energy)"
CUGCF,China Oriental Group Company Limited,0.1338,498079712.0,materials,25,"R1: need alignment below threshold (score 10/30, need=materials)"
CAOVY,China Overseas Land & Investment Limited,8.8,19262994432.0,finance,24,"R1: need alignment below threshold (score 4/30, need=finance)"
CNPPF,China Overseas Property Holdings Limited,0.4806,1578271488.0,shelter,26,"R1: need alignment below threshold (score 8/30, need=shelter)"
SNPMF,CHINA PETROLEUM & CHEMICAL CORP,0.5526,66720837632.0,infrastructure,35,"R1: need alignment below threshold (score 15/30, need=infrastructure)"
CRWOF,China Railway Group Limited,0.645,15822694400.0,transport,38,"R1: need alignment below threshold (score 18/30, need=transport)"
CRYYF,China Railway Signal & Communication Corporation Limited,0.4639,4912616960.0,transport,38,"R1: need alignment below threshold (score 18/30, need=transport)"
CSCHF,China Renaissance Holdings Limited,0.5982,342976640.0,finance,17,"R1: need alignment below threshold (score 2/30, need=finance)"
CARCY,China Resources Building Materials Technology Holdings Limited,4.1,954334784.0,shelter,36,"R1: need alignment below threshold (score 18/30, need=shelter)"
CRGGF,China Resources Gas Group Limited,2.83,6374853632.0,energy,38,"R1: need alignment below threshold (score 18/30, need=energy)"
CRBJY,China Resources Land Limited,40.7336,29046884352.0,shelter,30,"R1: need alignment below threshold (score 10/30, need=shelter)"
CRMLY,China Resources Mixc Lifestyle Services Limited,12.97,14802013184.0,shelter,28,"R1: need alignment below threshold (score 8/30, need=shelter)"
CITAF,CHINA SHIPPING CONTAINER LINES CO LTD,0.1154,1518214016.0,transport,36,"R1: need alignment below threshold (score 18/30, need=transport)"
CHKIF,CHINA SOUTHERN AIRLINES CO LTD,0.3741,6779055104.0,transport,38,"R1: need alignment below threshold (score 18/30, need=transport)"
CTAZF,China Star Entertainment Limited,0.6,1457343744.0,discretionary,22,"R1: need alignment below threshold (score 4/30, need=discretionary)"
CCOHF,China State Construction International Holdings Limited,1.0,5282216448.0,shelter,38,"R1: need alignment below threshold (score 18/30, need=shelter)"
CISXF,China Steel Corporation,14.9,11355123712.0,shelter,38,"R1: need alignment below threshold (score 18/30, need=shelter)"
CINSF,China Taiping Insurance Holdings Company Limited,3.12,11213337600.0,finance,24,"R1: need alignment below threshold (score 4/30, need=finance)"
CATWF,China Tontine Wines Group Limited,0.071,21410888.0,unknown,8,"R1: need alignment below threshold (score 8/30, need=unknown)"
CTGDF,China Tourism Group Duty Free Corporation Limited,6.25,12986228736.0,retail,24,"R1: need alignment below threshold (score 4/30, need=retail)"
CTOWY,China Tower Corporation Limited,14.93,26099431424.0,infrastructure,34,"R1: need alignment below threshold (score 14/30, need=infrastructure)"
CTVIF,China Travel International Investment Hong Kong Limited,0.1113,1274198272.0,finance,22,"R1: need alignment below threshold (score 4/30, need=finance)"
CHVKF,"China Vanke Co., Ltd.",0.3,4944445952.0,shelter,30,"R1: need alignment below threshold (score 10/30, need=shelter)"
CYYHF,China Yongda Automobiles Services Holdings Limited,0.2716,494368640.0,transport,23,"R1: need alignment below threshold (score 8/30, need=transport)"
CFTLF,Chinasoft International Limited,0.5309,1305395456.0,software:shelter,36,"R1: need alignment below threshold (score 18/30, need=software:shelter)"
CESTY,Chinese Estates Holdings Limited,3.2,305219040.0,shelter,23,"R1: need alignment below threshold (score 8/30, need=shelter)"
CMG,Chipotle Mexican Grill Inc. Common Stock,37.43,47364595740.0,food-service,28,"R1: need alignment below threshold (score 8/30, need=food-service)"
XRN,Chiron Real Estate Inc. Common Stock,37.67,498669056.0,shelter,23,"R1: need alignment below threshold (score 8/30, need=shelter)"
CHLSY,Chocoladefabriken Lindt & Spruengli AG/ADR,11.47,26462416896.0,food,32,"R1: need alignment below threshold (score 12/30, need=food)"
CFSKF,"Chofu Seisakusho Co., Ltd.",13.5,459019648.0,shelter,25,"R1: need alignment below threshold (score 10/30, need=shelter)"
CHH,Choice Hotels International Inc. Common Stock,110.25,4981033260.0,discretionary,24,"R1: need alignment below threshold (score 4/30, need=discretionary)"
PPRQF,Choice Properties Real Estate Investment Trust,11.22,8165348864.0,finance,24,"R1: need alignment below threshold (score 4/30, need=finance)"
COFS,ChoiceOne Financial Services Inc. Common Stock,33.24,497121485.0,finance,20,"R1: need alignment below threshold (score 5/30, need=finance)"
CRCBY,"Chongqing Rural Commercial Bank Co., Ltd.",39.0,8858460160.0,finance,24,"R1: need alignment below threshold (score 4/30, need=finance)"
CHRD,Chord Energy Corporation Common Stock,140.76,7699272463.0,energy,28,"R1: need alignment below threshold (score 8/30, need=energy)"
CHRUF,Chorus Limited,5.66,2468519424.0,infrastructure,34,"R1: need alignment below threshold (score 14/30, need=infrastructure)"
CHRRF,Chorus Aviation Inc.,21.25,479621088.0,transport,33,"R1: need alignment below threshold (score 18/30, need=transport)"
CJEWF,Chow Tai Fook Jewellery Group Limited,1.58,15588803584.0,discretionary,22,"R1: need alignment below threshold (score 2/30, need=discretionary)"
CHOW,ChowChow Cloud International Holdings Limited Ordinary Shares,0.3797,13475553.0,software,17,"R1: need alignment below threshold (score 12/30, need=software)"
CHDRY,Christian Dior SE,124.2,89627975680.0,discretionary,22,"R1: need alignment below threshold (score 2/30, need=discretionary)"
CHRCF,Chrysos Corporation Limited,4.15,483521888.0,software,27,"R1: need alignment below threshold (score 12/30, need=software)"
CB,Chubb Limited  Common Stock,343.11,132371789621.0,finance,26,"R1: need alignment below threshold (score 6/30, need=finance)"
CUGKF,"Chugoku Marine Paints, Ltd.",28.53,1416666240.0,infrastructure,34,"R1: need alignment below threshold (score 16/30, need=infrastructure)"
CHD,Church & Dwight Company Inc. Common Stock,102.56,24327632702.0,health-adjacent,30,"R1: need alignment below threshold (score 10/30, need=health-adjacent)"
CHDN,Churchill Downs Incorporated Common Stock,88.67,6180320547.0,discretionary,23,"R1: need alignment below threshold (score 3/30, need=discretionary)"
CIGMF,CI Games SE,0.742,162368064.0,discretionary,19,"R1: need alignment below threshold (score 4/30, need=discretionary)"
CINT,CI&T Inc Class A Common Shares,3.45,441560960.0,software,27,"R1: need alignment below threshold (score 12/30, need=software)"
CANPY,Cian PLC,3.4,237862480.0,shelter,23,"R1: need alignment below threshold (score 8/30, need=shelter)"
CIBY,"CIBL, Inc.",1710.0,18553500.0,unknown,13,"R1: need alignment below threshold (score 8/30, need=unknown)"
CBUS,Cibus Inc. Class A Common Stock,1.68,128400660.0,food,33,"R1: need alignment below threshold (score 18/30, need=food)"
CMRF,"CIM GROUP, INC.",2.1,1003176256.0,y-unmapped,26,"R1: need alignment below threshold (score 8/30, need=y-unmapped)"
CIMDF,CIMB Group Holdings Berhad,1.657,17911154688.0,finance,25,"R1: need alignment below threshold (score 5/30, need=finance)"
CIMEF,CIMC Enric Holdings Limited,0.93,1963224064.0,energy,28,"R1: need alignment below threshold (score 10/30, need=energy)"
CMPR,Cimpress plc Ordinary Shares (Ireland),87.88,2139831951.0,media,23,"R1: need alignment below threshold (score 3/30, need=media)"
CINF,Cincinnati Financial Corporation Common Stock,171.42,26309206474.0,finance,26,"R1: need alignment below threshold (score 6/30, need=finance)"
CNK,Cinemark Holdings Inc Cinemark Holdings Inc. Common Stock,37.4,4335103377.0,media,22,"R1: need alignment below threshold (score 2/30, need=media)"
CPXGF,Cineplex Inc.,9.24,582146176.0,media,20,"R1: need alignment below threshold (score 2/30, need=media)"
CNVS,Cineverse Corp. Class A Common Stock,2.47,58715326.0,discretionary,16,"R1: need alignment below threshold (score 4/30, need=discretionary)"
CTAS,Cintas Corporation Common Stock,204.76,81938719310.0,clothing,27,"R1: need alignment below threshold (score 7/30, need=clothing)"
CION,CION Investment Corporation Common Stock,7.51,369512307.0,finance,18,"R1: need alignment below threshold (score 3/30, need=finance)"
CIFR,Cipher Digital Inc. Common Stock,16.31,6769151076.0,finance,24,"R1: need alignment below threshold (score 4/30, need=finance)"
WANSF,Cirata plc,0.18,28908722.0,software,21,"R1: need alignment below threshold (score 12/30, need=software)"
CRCL,Circle Internet Group Inc. Class A Common Stock,92.02,23361658570.0,finance,24,"R1: need alignment below threshold (score 4/30, need=finance)"
CSCO,Cisco Systems Inc. Common Stock (DE),111.11,437932818432.0,infrastructure,38,"R1: need alignment below threshold (score 18/30, need=infrastructure)"
CISO,CISO Global Inc. Common Stock,0.2245,10220510.0,services,13,"R1: need alignment below threshold (score 8/30, need=services)"
CTRN,Citi Trends Inc. Common Stock,69.71,580673704.0,clothing,23,"R1: need alignment below threshold (score 5/30, need=clothing)"
CTPCF,CITIC Limited,1.8,52362473472.0,conglomerate,32,"R1: need alignment below threshold (score 12/30, need=conglomerate)"
CTJHF,CITIC Resources Holdings Limited,0.05,392886368.0,energy,17,"R1: need alignment below threshold (score 8/30, need=energy)"
CIIHY,CITIC Securities Company Limited,35.0,54684954624.0,finance,24,"R1: need alignment below threshold (score 4/30, need=finance)"
C,Citigroup Inc. Common Stock,133.25,223518451335.0,finance,25,"R1: need alignment below threshold (score 5/30, need=finance)"
CHCLY,"Citizen Watch Co., Ltd.",68.94,3364182784.0,clothing,27,"R1: need alignment below threshold (score 7/30, need=clothing)"
CIA,Citizens Inc. Class A Common Stock ($1.00 Par),3.89,197001690.0,finance,20,"R1: need alignment below threshold (score 5/30, need=finance)"
CZWI,Citizens Community Bancorp Inc. Common Stock,20.85,201207316.0,finance,20,"R1: need alignment below threshold (score 5/30, need=finance)"
CFG,Citizens Financial Group Inc. Common Stock,69.83,29410775106.0,finance,25,"R1: need alignment below threshold (score 5/30, need=finance)"
CZFS,Citizens Financial Services Inc. Common Stock,80.72,388251496.0,finance,20,"R1: need alignment below threshold (score 5/30, need=finance)"
CIZN,CITIZENS HOLDING CO /MS/,10.49,59725980.0,finance,17,"R1: need alignment below threshold (score 5/30, need=finance)"
CZNC,Citizens & Northern Corp Common Stock,25.78,462360871.0,finance,20,"R1: need alignment below threshold (score 5/30, need=finance)"
CCCHF,City Chic Collective Limited,0.05,19257890.0,unknown,8,"R1: need alignment below threshold (score 8/30, need=unknown)"
CHCO,City Holding Company Common Stock,144.47,2029104265.0,finance,25,"R1: need alignment below threshold (score 5/30, need=finance)"
CDEVF,City Developments Limited,6.75,6030461440.0,shelter,30,"R1: need alignment below threshold (score 10/30, need=shelter)"
CTYLF,City Lodge Hotels Limited,0.313,171689856.0,discretionary,19,"R1: need alignment below threshold (score 4/30, need=discretionary)"
CLIUF,City of London Investment Group Plc,5.8,286361824.0,finance,19,"R1: need alignment below threshold (score 4/30, need=finance)"
CVEO,Civeo Corporation (Canada) Common Shares,33.51,346388145.0,discretionary,19,"R1: need alignment below threshold (score 4/30, need=discretionary)"
CIVB,Civista Bancshares Inc. Common Stock,27.38,569346236.0,finance,23,"R1: need alignment below threshold (score 5/30, need=finance)"
CHKGF,CK Asset Holdings Limited,6.0,20998670336.0,finance,24,"R1: need alignment below threshold (score 4/30, need=finance)"
CKHUF,CK Hutchison Holdings Limited,8.89,34049095680.0,conglomerate,32,"R1: need alignment below threshold (score 12/30, need=conglomerate)"
CKISY,CK Infrastructure Holdings Limited,40.61,20464279552.0,shelter,38,"R1: need alignment below threshold (score 18/30, need=shelter)"
CKX,CKX Lands Inc. Common Stock,11.25,23097701.0,energy,13,"R1: need alignment below threshold (score 8/30, need=energy)"
NWGL,CL Workshop Group Limited American Depositary Shares,0.671,19360474.0,shelter,21,"R1: need alignment below threshold (score 16/30, need=shelter)"
CRNVF,Claranova SE,0.95,54224692.0,software:infrastructure,30,"R1: need alignment below threshold (score 18/30, need=software:infrastructure)"
KRNMF,Clariane SE,4.78,1707830272.0,unknown,26,"R1: need alignment below threshold (score 8/30, need=unknown)"
CLZNY,Clariant AG,13.23,4351024640.0,infrastructure,36,"R1: need alignment below threshold (score 16/30, need=infrastructure)"
CLVT,Clarivate Plc Ordinary Shares,2.16,1381674240.0,software:health,36,"R1: need alignment below threshold (score 18/30, need=software:health)"
CLKFF,Clarke Inc.,17.17,265430384.0,discretionary,19,"R1: need alignment below threshold (score 4/30, need=discretionary)"
CKNHY,Clarkson PLC,35.43,2176873472.0,transport,36,"R1: need alignment below threshold (score 16/30, need=transport)"
CMTG,Claros Mortgage Trust Inc. Common Stock,1.71,241253992.0,shelter,23,"R1: need alignment below threshold (score 8/30, need=shelter)"
CLAR,Clarus Corporation Common Stock,3.8,145494989.0,discretionary,18,"R1: need alignment below threshold (score 3/30, need=discretionary)"
CLNE,Clean Energy Fuels Corp. Common Stock,1.57,346098674.0,energy,33,"R1: need alignment below threshold (score 18/30, need=energy)"
CETY,Clean Energy Technologies Inc. Common Stock,1.0,12166106.0,energy,17,"R1: need alignment below threshold (score 12/30, need=energy)"
ZONE,CleanCore Solutions Inc. Class B Common Stock,0.1498,33893850.0,infrastructure,25,"R1: need alignment below threshold (score 16/30, need=infrastructure)"
CLSK,CleanSpark Inc. Common Stock,12.75,3274417681.0,finance,24,"R1: need alignment below threshold (score 4/30, need=finance)"
CTLHF,CleanTech Lithium Plc,0.42,152456512.0,materials,23,"R1: need alignment below threshold (score 8/30, need=materials)"
GLKFF,Cleantek Industries Inc.,0.39,11499296.0,infrastructure,20,"R1: need alignment below threshold (score 15/30, need=infrastructure)"
CCO,Clear Channel Outdoor Holdings Inc. Common Stock,2.38,1211643351.0,media,20,"R1: need alignment below threshold (score 2/30, need=media)"
YOU,Clear Secure Inc. Class A Common Stock,44.29,6014054400.0,software,32,"R1: need alignment below threshold (score 12/30, need=software)"
CVWLF,ClearView Wealth Limited,0.4156,266488736.0,finance,19,"R1: need alignment below threshold (score 4/30, need=finance)"
CLW,Clearwater Paper Corporation Common Stock,21.77,351101422.0,infrastructure,27,"R1: need alignment below threshold (score 12/30, need=infrastructure)"
CLF,Cleveland-Cliffs Inc. Common Stock,11.52,6572621341.0,materials,28,"R1: need alignment below threshold (score 8/30, need=materials)"
CLIK,Click Holdings Limited Class A Ordinary Share,1.36,11645725.0,services,13,"R1: need alignment below threshold (score 8/30, need=services)"
CLCGY,Clicks Group Limited,25.24,2951198720.0,health,32,"R1: need alignment below threshold (score 12/30, need=health)"
CLMB,Climb Global Solutions Inc. Common Stock,27.25,508502413.0,software,26,"R1: need alignment below threshold (score 8/30, need=software)"
CLMOF,Climeon AB (publ),0.24,15127432.0,unknown,13,"R1: need alignment below threshold (score 8/30, need=unknown)"
CLCHF,Clinch Resources Ltd.,0.81,287807520.0,materials,25,"R1: need alignment below threshold (score 10/30, need=materials)"
CLPR,Clipper Realty Inc. Common Stock,3.43,55420451.0,shelter,20,"R1: need alignment below threshold (score 8/30, need=shelter)"
CLOEF,Cloetta AB (publ),5.6015,1610444160.0,food,30,"R1: need alignment below threshold (score 12/30, need=food)"
RAASY,Cloopen Group Holding Ltd,2.32,132318944.0,software:infrastructure,33,"R1: need alignment below threshold (score 18/30, need=software:infrastructure)"
CLX,Clorox Company (The) Common Stock,104.93,12689290240.0,infrastructure,36,"R1: need alignment below threshold (score 16/30, need=infrastructure)"
CBGPF,Close Brothers Group plc,7.2,1085137024.0,finance,23,"R1: need alignment below threshold (score 5/30, need=finance)"
GLV,Clough Global Dividend and Income Fund Common Shares of beneficial interest,6.14,78036840.0,finance,15,"R1: need alignment below threshold (score 3/30, need=finance)"
CLPS,CLPS Incorporation Common Stock,1.07,31930758.0,software,19,"R1: need alignment below threshold (score 10/30, need=software)"
CMBT,CMB.TECH NV Ordinary Shares,18.17,5272384512.0,transport,36,"R1: need alignment below threshold (score 16/30, need=transport)"
CCMMF,CMC Markets Plc,2.5,674260544.0,finance,21,"R1: need alignment below threshold (score 3/30, need=finance)"
CME,CME Group Inc. Class A Common Stock,277.32,99718521215.0,finance,23,"R1: need alignment below threshold (score 3/30, need=finance)"
CMCLY,CMOC Group Limited,148.88,74387275776.0,materials,28,"R1: need alignment below threshold (score 8/30, need=materials)"
CXXMF,CMX Gold & Silver Corp.,0.215,18619606.0,unknown,13,"R1: need alignment below threshold (score 8/30, need=unknown)"
CNA,CNA Financial Corporation Common Stock,49.14,13297329602.0,finance,26,"R1: need alignment below threshold (score 6/30, need=finance)"
CCNE,CNB Financial Corporation Common Stock,33.91,1004444210.0,finance,23,"R1: need alignment below threshold (score 5/30, need=finance)"
CCNEP,CNB Financial Corporation Depositary Shares each representing a 1/40th ownership interest in a share of 7.125% Series A Fixed-Rate Non-Cumulative Perpetual Preferred Stock,24.85,736078992.0,finance,23,"R1: need alignment below threshold (score 5/30, need=finance)"
CNF,CNFinance Holdings Limited American Depositary Shares each representing two hundred (200) Ordinary Shares,2.2,39155347.0,finance,13,"R1: need alignment below threshold (score 4/30, need=finance)"
CNO,CNO Financial Group Inc. Common Stock,54.19,5013733094.0,finance,26,"R1: need alignment below threshold (score 6/30, need=finance)"
CNX,CNX Resources Corporation Common Stock,36.0,5325970932.0,energy,28,"R1: need alignment below threshold (score 8/30, need=energy)"
COCCF,Coast Copper Corp.,0.1586,13417828.0,unknown,13,"R1: need alignment below threshold (score 8/30, need=unknown)"
ARDLF,Coast Entertainment Holdings Limited,0.5694,221247136.0,discretionary,19,"R1: need alignment below threshold (score 4/30, need=discretionary)"
CCNB,"Coastal Carolina Bancshares, Inc.",16.55,124746496.0,finance,19,"R1: need alignment below threshold (score 4/30, need=finance)"
CCB,Coastal Financial Corporation Common Stock,47.17,721056045.0,finance,23,"R1: need alignment below threshold (score 5/30, need=finance)"
COSO,CoastalSouth Bancshares Inc. Common Stock,27.54,329225443.0,finance,20,"R1: need alignment below threshold (score 5/30, need=finance)"
CGGGF,Coats Group plc,1.115,2134205696.0,clothing,28,"R1: need alignment below threshold (score 8/30, need=clothing)"
CCOJF,Coca-Cola Bottlers Japan Holdings Inc.,27.43,4437462528.0,food,36,"R1: need alignment below threshold (score 16/30, need=food)"
KO,Coca-Cola Company (The) Common Stock,91.64,394285612629.0,food,34,"R1: need alignment below threshold (score 14/30, need=food)"
COKE,Coca-Cola Consolidated Inc. Common Stock,196.53,13081880700.0,food,34,"R1: need alignment below threshold (score 14/30, need=food)"
