ticker,company,price,marketCap,exchange,quoteType
KOZAY,Turk Altin Isletmeleri A.S.,10.1,3234524928.0,PNK,EQUITY
ROYUF,Royal Unibrew A/S,68.1,3233415936.0,PNK,EQUITY
JPSWY,"The Japan Steel Works, Ltd.",21.95,3231513088.0,PNK,EQUITY
TSRYY,Treasury Wine Estates Limited,3.99,3227659776.0,PNK,EQUITY
NSFMF,Nisshin Seifun Group Inc.,11.5,3215564800.0,PNK,EQUITY
VRBCF,Virbac SA,383.25,3212257280.0,PNK,EQUITY
SBKLF,Sumitomo Bakelite Company Limited,36.58,3209361664.0,PNK,EQUITY
SPTJF,Sinopec Shanghai Petrochemical Company Limited,0.14,3203218688.0,PNK,EQUITY
RINIF,Rinnai Corporation,23.18,3200453632.0,PNK,EQUITY
DRXGY,Drax Group plc,19.0,3198521088.0,PNK,EQUITY
SFDMF,Shanghai Fudan Microelectronics Group Company Limited,3.88,3196030720.0,PNK,EQUITY
SURVF,Suntec Real Estate Investment Trust,1.08,3195272960.0,PNK,EQUITY
FMOCY,"Fomento de Construcciones y Contratas, S.A.",1.35,3192380416.0,PNK,EQUITY
TEPCY,"Tohoku Electric Power Company, Incorporated",6.37,3190067200.0,PNK,EQUITY
ATROB,Astronics Corporation,74.115,3187616768.0,PNK,EQUITY
FRTAF,freenet AG,27.0,3185476096.0,PNK,EQUITY
LIOPF,Lion Corporation,11.51,3184822272.0,PNK,EQUITY
TBURF,"Tobu Railway Co., Ltd.",16.27,3181295104.0,PNK,EQUITY
BKQNY,Bank of Queensland Limited,9.7,3180713216.0,PNK,EQUITY
BICEY,Société BIC SA,39.1,3171403264.0,PNK,EQUITY
SLTCY,Siltronic AG,9.6,3168000000.0,PNK,EQUITY
BKFKY,P/F Bakkafrost,13.35,3162494208.0,PNK,EQUITY
TSYHF,TravelSky Technology Limited,1.08,3160306432.0,PNK,EQUITY
SECCF,Serco Group plc,3.25,3159042560.0,PNK,EQUITY
JMREY,"JL Mag Rare-Earth Co., Ltd.",13.7,3155498496.0,PNK,EQUITY
HOYFF,Huhtamäki Oyj,29.99,3148535040.0,PNK,EQUITY
SVYSF,Solvay SA,30.0,3141598464.0,PNK,EQUITY
AWTRF,Air Water Inc.,13.69,3138622464.0,PNK,EQUITY
BMRPF,B&M European Value Retail plc,3.12,3135719168.0,PNK,EQUITY
FSRPF,Frasers Property Limited,0.7981,3133373696.0,PNK,EQUITY
SGAMF,Sega Sammy Holdings Inc.,15.42,3130324480.0,PNK,EQUITY
TSYHY,TravelSky Technology Limited,10.6,3125536768.0,PNK,EQUITY
KGTHY,Krungthai Card Public Company Limited,11.35,3122715648.0,PNK,EQUITY
SLVYY,Solvay SA,2.93,3119759616.0,PNK,EQUITY
ELNRF,"Elecnor, S.A.",36.77,3114211840.0,PNK,EQUITY
GYUAF,GS Yuasa Corporation,31.0,3109899776.0,PNK,EQUITY
ODMUF,Old Mutual Limited,0.7795,3109104640.0,PNK,EQUITY
KSANF,"Kansai Paint Co., Ltd.",17.5,3107836928.0,PNK,EQUITY
SZGPY,Salzgitter AG,5.65,3106812928.0,PNK,EQUITY
BOSSY,Hugo Boss AG,9.0,3105727488.0,PNK,EQUITY
HXPLF,HEXPOL AB (publ),8.98,3102629888.0,PNK,EQUITY
JTCPF,JTC PLC,18.0,3101449728.0,PNK,EQUITY
HSHPF,Hill & Smith PLC,39.78,3101446400.0,PNK,EQUITY
CSGEF,China Suntien Green Energy Corporation Limited,0.4578,3098828032.0,PNK,EQUITY
AMFPY,Amplifon S.p.A.,46.67,3094788352.0,PNK,EQUITY
KRYPY,Kerry Properties Limited,10.69,3092886784.0,PNK,EQUITY
MRSKF,"DMG Mori Co., Ltd.",21.9,3090093824.0,PNK,EQUITY
BCCLF,"Becle, S.A.B. de C.V.",0.86,3088411648.0,PNK,EQUITY
PTMYF,PT Mayora Indah Tbk,0.14,3083735808.0,PNK,EQUITY
CTRRF,CT Real Estate Investment Trust,12.88,3079002624.0,PNK,EQUITY
VDRFF,"Vidrala, S.A.",89.69,3077591552.0,PNK,EQUITY
BFLBY,Bilfinger SE,16.65,3075231744.0,PNK,EQUITY
LSIIF,Lisi S.A.,67.2,3072167168.0,PNK,EQUITY
NIPOF,Japan Hotel REIT Investment Corporation,520.025,3070230784.0,PNK,EQUITY
PGCPF,PTT Global Chemical Public Company Limited,0.68,3066017536.0,PNK,EQUITY
NHFOF,NH Foods Ltd.,33.0,3064061952.0,PNK,EQUITY
OUTKY,Outokumpu Oyj,3.25,3063955200.0,PNK,EQUITY
AITUY,Anritsu Corporation,23.9328,3063204608.0,PNK,EQUITY
ALMRY,"Almirall, S.A.",14.0686,3061404160.0,PNK,EQUITY
AMBBY,Ambu A/S,11.65,3047422976.0,PNK,EQUITY
OUTFF,Outokumpu Oyj,6.23,3046577152.0,PNK,EQUITY
EGRAY,Energy Resources of Australia Ltd,0.0075,3040471552.0,PNK,EQUITY
NCCBF,NCC AB (publ),30.95,3037123328.0,PNK,EQUITY
NCHEY,Nichirei Corporation,12.1,3032468736.0,PNK,EQUITY
SAMHF,Alleima AB (publ),12.1114,3031165440.0,PNK,EQUITY
OPMXF,"Operadora de Sites Mexicanos, S.A.B. de C.V.",1.04,3029564672.0,PNK,EQUITY
CZGZF,Colt CZ Group SE,48.332,3027383040.0,PNK,EQUITY
SMGBF,San Miguel Corporation,1.12,3024120064.0,PNK,EQUITY
KELRF,"Keisei Electric Railway Co., Ltd.",6.27,3023640064.0,PNK,EQUITY
SEGSF,SIA Engineering Company Limited,2.69415,3022086144.0,PNK,EQUITY
JSGRY,LIXIL Corporation,21.0,3019727104.0,PNK,EQUITY
YMTKF,"Yamato Kogyo Co., Ltd.",50.41,3012118784.0,PNK,EQUITY
ZLDPY,Zealand Pharma A/S,8.85,3008155648.0,PNK,EQUITY
MGPPF,Megaport Limited,12.41,3007793408.0,PNK,EQUITY
JTTRY,"Japan Airport Terminal Co., Ltd.",16.2,3007546624.0,PNK,EQUITY
LOIMY,Loomis AB (publ),89.85,3006481920.0,PNK,EQUITY
NGSCF,"Nagase & Co., Ltd.",7.364,3003278848.0,PNK,EQUITY
PTNDF,PT Vale Indonesia Tbk,0.28485,3002257664.0,PNK,EQUITY
SEBYY,SEB SA,5.47,3001606912.0,PNK,EQUITY
RMTHF,Matrix IT Ltd.,32.4,2998396928.0,PNK,EQUITY
NETLF,NetLink NBN Trust,0.769,2996770560.0,PNK,EQUITY
ADZZF,Advance Residence Investment Corporation,1050.0,2994917120.0,PNK,EQUITY
RUSMF,Russel Metals Inc.,54.54,2994246144.0,PNK,EQUITY
MLXSF,Melexis NV,76.0,2992667904.0,PNK,EQUITY
PEGRY,Pennon Group Plc,12.66,2986070784.0,PNK,EQUITY
ETRZF,Electra Limited,38.94,2983395072.0,PNK,EQUITY
PRBZF,Premium Brands Holdings Corporation,57.37,2982603264.0,PNK,EQUITY
ENEAY,ENEA S.A.,22.48,2977088768.0,PNK,EQUITY
AITUF,Anritsu Corporation,23.25,2975811840.0,PNK,EQUITY
AMFPF,Amplifon S.p.A.,11.21,2973437184.0,PNK,EQUITY
THYCY,Taiheiyo Cement Corporation,6.82,2972515840.0,PNK,EQUITY
PEGRF,Pennon Group Plc,6.3,2971918848.0,PNK,EQUITY
BKFKF,P/F Bakkafrost,50.0,2961136896.0,PNK,EQUITY
HAWPY,Haw Par Corporation Limited,53.5,2960799232.0,PNK,EQUITY
KBAGF,Koninklijke BAM Groep nv,10.42,2959333632.0,PNK,EQUITY
JBFCF,Jollibee Foods Corporation,2.64,2958649856.0,PNK,EQUITY
GNZUY,"Guangzhou Automobile Group Co., Ltd.",2.9,2957149184.0,PNK,EQUITY
SEBYF,SEB SA,53.845,2954689792.0,PNK,EQUITY
CLCGY,Clicks Group Limited,25.24,2951198720.0,PNK,EQUITY
AVIJF,AviChina Industry & Technology Company Limited,0.37,2949956096.0,PNK,EQUITY
KLTHF,East Buy Holding Limited,2.8,2949086720.0,PNK,EQUITY
VSCFF,"Viscofan, S.A.",64.85,2947462400.0,PNK,EQUITY
PRMRY,Paramount Resources Ltd.,20.2,2947180032.0,PNK,EQUITY
GNZUF,"Guangzhou Automobile Group Co., Ltd.",0.289,2946951936.0,PNK,EQUITY
TCHBF,Tecan Group AG,238.9,2943679744.0,PNK,EQUITY
JBFCY,Jollibee Foods Corporation,10.5,2941839360.0,PNK,EQUITY
SENGF,"SINOPEC Engineering (Group) Co., Ltd.",0.6701,2941136896.0,PNK,EQUITY
CSMYF,COSMOS Pharmaceutical Corporation,37.06,2937274368.0,PNK,EQUITY
TROLB,"Tootsie Roll Industries, Inc.",39.0,2931359232.0,PNK,EQUITY
MILGF,Mitsubishi Logistics Corporation,8.625,2930587648.0,PNK,EQUITY
EUZOF,Eurazeo SE,46.0,2928041472.0,PNK,EQUITY
HTWSF,Helios Towers plc,2.88,2924636928.0,PNK,EQUITY
SMIZF,"Meliá Hotels International, S.A.",13.25,2919120640.0,PNK,EQUITY
SSLLF,Siltronic AG,88.4,2917200128.0,PNK,EQUITY
KDKWF,Kadokawa Corporation,19.82,2912859648.0,PNK,EQUITY
HKUOY,Hakuhodo DY Holdings Inc,16.06,2907671808.0,PNK,EQUITY
CWYUF,SmartCentres Real Estate Investment Trust,20.08,3423866112.0,PNK,EQUITY
REMYF,Rémy Cointreau SA,54.31,2905163776.0,PNK,EQUITY
PIKQF,PT Indah Kiat Pulp & Paper Tbk,0.5305,2902356480.0,PNK,EQUITY
LMHDF,LEM Holding SA,2548.66,2901715456.0,PNK,EQUITY
ELTTF,Elmos Semiconductor SE,169.0,2899406592.0,PNK,EQUITY
VGPBF,VGP NV,95.53,2899100928.0,PNK,EQUITY
THLPF,Thule Group AB (publ),26.82,2892219392.0,PNK,EQUITY
JELCF,Johnson Electric Holdings Limited,3.12,2891375616.0,PNK,EQUITY
TKKYY,Türkiye Sise Ve Cam Fabrikalari A.S.,9.66,2890693376.0,PNK,EQUITY
FPAFY,First Pacific Company Limited,3.39,2889717504.0,PNK,EQUITY
ANSLY,Ansell Limited,81.94,2883446272.0,PNK,EQUITY
WFRSF,West African Resources Limited,2.52,2882257408.0,PNK,EQUITY
AYAAY,"Ayala Land, Inc.",4.03,2879943168.0,PNK,EQUITY
BICEF,Société BIC SA,70.91,2875757568.0,PNK,EQUITY
DRMKY,dormakaba Holding AG,13.53,2875246080.0,PNK,EQUITY
EXXAF,Exxaro Resources Limited,12.26,2870598400.0,PNK,EQUITY
CMSYF,COMSYS Holdings Corporation,25.0,2869603328.0,PNK,EQUITY
CZMWF,Carl Zeiss Meditec AG,32.76,2867681792.0,PNK,EQUITY
IWTNF,Iwatani Corporation,12.45,2865681920.0,PNK,EQUITY
XNYIF,Xinyi Solar Holdings Limited,0.3018,2864889088.0,PNK,EQUITY
IMPJY,Webuild S.p.A.,5.79,2862573312.0,PNK,EQUITY
ZONNF,"NOS, S.G.P.S., S.A.",5.58,2859969792.0,PNK,EQUITY
SHCAF,Sharp Corporation,4.4,2856948736.0,PNK,EQUITY
YUEIY,Yue Yuen Industrial (Holdings) Limited,8.9,2855886336.0,PNK,EQUITY
MRPZF,Mr Price Group Limited,11.1,2853842432.0,PNK,EQUITY
OVHFF,OVH Groupe S.A.,18.83,2848785152.0,PNK,EQUITY
KPTCY,"Kansai Paint Co., Ltd.",8.02,2848554752.0,PNK,EQUITY
GCPEF,GCL Technology Holdings Limited,0.09,2847906304.0,PNK,EQUITY
SRAIF,Stadler Rail AG,28.47,2846886656.0,PNK,EQUITY
JGSMY,"JG Summit Holdings, Inc.",7.57,2846692352.0,PNK,EQUITY
SUEZF,Südzucker AG,13.94,2846315008.0,PNK,EQUITY
JPTXF,"Japan Petroleum Exploration Co., Ltd.",11.15,2845937920.0,PNK,EQUITY
ATTRF,CapitaLand Ascott Trust,0.7386,2844669952.0,PNK,EQUITY
OCDGF,Ocado Group plc,3.4,2840905728.0,PNK,EQUITY
CGSBF,"Corporativo Fragua, S.A.B. de C.V.",29.6645,2840129024.0,PNK,EQUITY
MLTTY,Multiplan Empreendimentos Imobiliários S.A.,11.5662,2839771648.0,PNK,EQUITY
IPCFF,International Petroleum Corporation,25.27,2838430976.0,PNK,EQUITY
FRLOF,Frasers Logistics & Commercial Trust,0.7436,2832081664.0,PNK,EQUITY
CGNMF,CGN Mining Company Limited,0.3725,2831254272.0,PNK,EQUITY
RTBBF,Rathbones Group Plc,27.75,2825482240.0,PNK,EQUITY
CCKRF,Clicks Group Limited,12.075,2823749888.0,PNK,EQUITY
KYDKF,Kraftia Corporation,39.9,2822319616.0,PNK,EQUITY
BRCTF,BioArctic AB (publ),31.78,2819664384.0,PNK,EQUITY
INREF,InRetail Perú Corp.,26.835,2811126528.0,PNK,EQUITY
TDBOY,Toyota Boshoku Corporation,31.455,2809870336.0,PNK,EQUITY
BJWTF,Beijing Enterprises Water Group Limited,0.28,2807870976.0,PNK,EQUITY
GARPY,Golden Agri-Resources Ltd,22.09,2801381632.0,PNK,EQUITY
DREUF,Dream Industrial Real Estate Investment Trust,9.99,2874182400.0,PNK,EQUITY
AMLTF,AMP Limited,1.15,2797710848.0,PNK,EQUITY
CBCFF,"Calbee, Inc.",23.0,2796520704.0,PNK,EQUITY
UACJF,UACJ Corporation,15.44,2795708416.0,PNK,EQUITY
FJTNF,"Fuji Media Holdings, Inc.",19.6,2792913920.0,PNK,EQUITY
RENZY,"REN - Redes Energéticas Nacionais, SGPS, S.A.",8.42,2792534528.0,PNK,EQUITY
KNKZF,KWS SAAT SE & Co. KGaA,84.6,2791800064.0,PNK,EQUITY
GARPF,Golden Agri-Resources Ltd,0.22,2789967872.0,PNK,EQUITY
HACBF,"Hachijuni Nagano Bank, Ltd.",6.129,2789352192.0,PNK,EQUITY
KOYJF,Kemira Oyj,19.25,2786969088.0,PNK,EQUITY
OCDDY,Ocado Group plc,6.67,2786594304.0,PNK,EQUITY
SSSAF,Shurgard Self Storage Ltd,27.59,2785826304.0,PNK,EQUITY
MMTOF,Mitsubishi Motors Corporation,2.08,2783773440.0,PNK,EQUITY
INRHF,INFRONEER Holdings Inc.,11.0,2783116288.0,PNK,EQUITY
FGSGF,"Flat Glass Group Co., Ltd.",1.2,2780940032.0,PNK,EQUITY
NTULF,BIPROGY Inc.,28.78,2780603648.0,PNK,EQUITY
XISHY,Xinyi Solar Holdings Limited,5.81,2778625024.0,PNK,EQUITY
SUEZY,Südzucker AG,6.8,2776892928.0,PNK,EQUITY
MAURF,"Marui Group Co., Ltd.",15.53,2775371264.0,PNK,EQUITY
MRPLY,Mr Price Group Limited,10.79,2774140416.0,PNK,EQUITY
REMYY,Rémy Cointreau SA,5.28,2773955072.0,PNK,EQUITY
MMTHF,Momentum Group Limited,2.15,2769587968.0,PNK,EQUITY
RMGGY,Resolute Mining Limited,8.52,2765914624.0,PNK,EQUITY
STLJF,Stella-Jones Inc.,50.59,2760576256.0,PNK,EQUITY
KLRGF,Keller Group plc,40.65,2757004032.0,PNK,EQUITY
STAEY,"Stanley Electric Co., Ltd.",11.2,2757670656.0,PNK,EQUITY
ETCMY,Eutelsat Communications S.A.,0.585,2756099072.0,PNK,EQUITY
TORLF,TORIDOLL Holdings Corporation,31.31,2753124608.0,PNK,EQUITY
JAIRF,"Japan Airport Terminal Co., Ltd.",29.62,2749491712.0,PNK,EQUITY
INCPF,InnoCare Pharma Limited,1.55,2738262528.0,PNK,EQUITY
FXCNY,FIH Mobile Limited,35.0,2735156992.0,PNK,EQUITY
CRMIF,Carmila S.A.,19.74,2735598848.0,PNK,EQUITY
BRVDF,Bravida Holding AB (publ),13.4,2732735744.0,PNK,EQUITY
KHEXF,Keikyu Corporation,10.37,2732562176.0,PNK,EQUITY
ATRRF,Altarea SCA,110.0,2721419008.0,PNK,EQUITY
SEGSY,SIA Engineering Company Limited,24.24,2719053056.0,PNK,EQUITY
SPSAF,Sopra Steria Group SA,142.0,2718357760.0,PNK,EQUITY
NICMF,Nickel Industries Limited,0.62395,2709150976.0,PNK,EQUITY
EPWDF,"Electric Power Development Co., Ltd.",15.39,2708767488.0,PNK,EQUITY
GDRPF,Golden Resources Development International Limited,1.59,2698876416.0,PNK,EQUITY
GNCGY,Greencore Group plc,13.61,2698638336.0,PNK,EQUITY
YUEIF,Yue Yuen Industrial (Holdings) Limited,1.62,2692084736.0,PNK,EQUITY
EBOSY,EBOS Group Limited,26.0,2690737920.0,PNK,EQUITY
PTTWF,Orange Polska S.A.,2.05,2690332928.0,PNK,EQUITY
GULRY,Guoco Group Limited,16.35,2689995008.0,PNK,EQUITY
OSTIY,Österreichische Post AG,18.1,2688524032.0,PNK,EQUITY
AZLGY,Azelis Group NV,5.5,2677174528.0,PNK,EQUITY
CLCMF,Sinch AB (publ),3.81,2676810240.0,PNK,EQUITY
CFACY,COFACE SA,17.895,2676488704.0,PNK,EQUITY
GNCGF,Greencore Group plc,3.37,2672861440.0,PNK,EQUITY
JELLF,JEOL Ltd.,54.87,2672237056.0,PNK,EQUITY
COFAF,COFACE SA,17.84,2668262656.0,PNK,EQUITY
APELY,"Alps Alpine Co., Ltd.",27.33,2666654720.0,PNK,EQUITY
BSFFF,Basic-Fit N.V.,41.0677,2662994432.0,PNK,EQUITY
LGNRF,Legend Holdings Corporation,1.13,2662540800.0,PNK,EQUITY
BIRDF,Bird Construction Inc.,48.0,2659358208.0,PNK,EQUITY
OVHGY,OVH Groupe S.A.,8.78,2656647168.0,PNK,EQUITY
NCHEF,Nichirei Corporation,10.6,2656542976.0,PNK,EQUITY
HAWPF,Haw Par Corporation Limited,12.0,2656418048.0,PNK,EQUITY
HXXPY,HEXPOL AB (publ),7.71,2655608064.0,PNK,EQUITY
SEXHF,Sichuan Expressway Company Limited,0.75,2648257536.0,PNK,EQUITY
FBGGF,Fabege AB (publ),8.41,2645593344.0,PNK,EQUITY
LINRF,Liontown Limited,0.8303,2639615744.0,PNK,EQUITY
PTXKY,PT XLSMART Telecom Sejahtera Tbk,2.9,2638980352.0,PNK,EQUITY
SHTPY,SCHOTT Pharma AG & Co. KGaA,4.37,2632743680.0,PNK,EQUITY
AOZOY,"Aozora Bank, Ltd.",4.75,2629240320.0,PNK,EQUITY
MMTOY,Mitsubishi Motors Corporation,19.6425,2628859136.0,PNK,EQUITY
DICCF,DIC Corporation,27.6952,2623098368.0,PNK,EQUITY
EXOSF,Exosens,51.5481,2613238016.0,PNK,EQUITY
YADGF,Yadea Group Holdings Ltd.,0.86,2611086336.0,PNK,EQUITY
FFXDF,Fairfax India Holdings Corporation,19.42,2606529024.0,PNK,EQUITY
CSIOY,"Casio Computer Co.,Ltd.",118.62,2601394176.0,PNK,EQUITY
THUPY,Thule Group AB (publ),11.07,2600444928.0,PNK,EQUITY
CHLLF,China Literature Limited,2.55,2592246528.0,PNK,EQUITY
MHSDF,"Megacable Holdings, S. A. B. de C. V.",3.35,3020161280.0,PNK,EQUITY
LYSFF,Lerøy Seafood Group ASA,4.31,2582792448.0,PNK,EQUITY
FRRZF,Ferrotec Corporation,47.95,2579890432.0,PNK,EQUITY
WSTTF,Westports Holdings Berhad,0.75,2577350144.0,PNK,EQUITY
PCFBY,Pacific Basin Shipping Limited,10.0,2576654336.0,PNK,EQUITY
NKRKY,Nokian Renkaat Oyj,9.34,2576494080.0,PNK,EQUITY
SEOTF,"Seino Holdings Co., Ltd.",15.84,2575776768.0,PNK,EQUITY
CSPKF,COSCO SHIPPING Ports Limited,0.64123,2575635200.0,PNK,EQUITY
CSIOF,"Casio Computer Co.,Ltd.",11.74,2574638848.0,PNK,EQUITY
HUSQF,Husqvarna AB (publ),4.5,2573445888.0,PNK,EQUITY
PCFBF,Pacific Basin Shipping Limited,0.4983,2567893760.0,PNK,EQUITY
CWLLF,Cowell e Holdings Inc.,2.99,2567120896.0,PNK,EQUITY
BLJZY,Berli Jucker Public Company Limited,6.4,2564989952.0,PNK,EQUITY
BKQNF,Bank of Queensland Limited,3.91,2564245248.0,PNK,EQUITY
WBDSF,Webuild S.p.A.,2.59,2560989440.0,PNK,EQUITY
POELF,"The Navigator Company, S.A.",3.6,2560258816.0,PNK,EQUITY
DRDGF,DRDGOLD Limited,2.95,2558823168.0,PNK,EQUITY
IFMNF,Dentsu Soken Inc.,13.11,2558811392.0,PNK,EQUITY
SOTDY,Ströer SE & Co. KGaA,11.435,2551377408.0,PNK,EQUITY
ABTZY,"Aboitiz Equity Ventures, Inc.",4.59,2548737536.0,PNK,EQUITY
MIESF,"MITSUI E&S Co., Ltd.",25.17,2540103168.0,PNK,EQUITY
PPAAY,PT Perusahaan Gas Negara (Persero) Tbk,4.25,2537743616.0,PNK,EQUITY
TNISY,"Técnicas Reunidas, S.A.",6.5,2536936448.0,PNK,EQUITY
SRGBF,Suruga Bank Ltd.,15.0,2536804608.0,PNK,EQUITY
JNPKF,Jenoptik AG,44.25,2532786688.0,PNK,EQUITY
KBYPF,"Kobayashi Pharmaceutical Co., Ltd.",34.05,2531230208.0,PNK,EQUITY
LYSFY,Lerøy Seafood Group ASA,8.5,2530772480.0,PNK,EQUITY
PASTF,OPmobility SE,17.7,2529957632.0,PNK,EQUITY
TKOBF,"TBS Holdings,Inc.",16.09,2529074432.0,PNK,EQUITY
SVLPF,Savills plc,15.21,2528246016.0,PNK,EQUITY
ZZHGF,"ZhongAn Online P & C Insurance Co., Ltd.",1.5,2527219456.0,PNK,EQUITY
ZNKKY,"ZENKOKU HOSHO Co.,Ltd.",9.49,2525868032.0,PNK,EQUITY
TOMYF,"TOMY Company, Ltd.",29.37,2525356032.0,PNK,EQUITY
GGGSF,Greggs plc,24.75,2523386624.0,PNK,EQUITY
GGGSY,Greggs plc,8.25,2523386624.0,PNK,EQUITY
EUTLF,Eutelsat Communications S.A.,2.14,2520535296.0,PNK,EQUITY
HKUOF,Hakuhodo DY Holdings Inc,7.02,2520404736.0,PNK,EQUITY
SEYMF,"Solaria Energía y Medio Ambiente, S.A.",19.0,2520124928.0,PNK,EQUITY
USNNF,"U-NEXT HOLDINGS Co.,Ltd.",13.95,2516229888.0,PNK,EQUITY
MCVEY,Medicover AB (publ),16.55,2515174144.0,PNK,EQUITY
SRBEF,Vusion S.A.,149.38,2515085568.0,PNK,EQUITY
STAEF,"Stanley Electric Co., Ltd.",20.355,2505910272.0,PNK,EQUITY
HUFAF,Hufvudstaden AB (publ),12.895,2505587968.0,PNK,EQUITY
NISUY,Nissui Corporation,82.6,2505025280.0,PNK,EQUITY
DRWKF,Drägerwerk AG & Co. KGaA,133.18,2498456576.0,PNK,EQUITY
PHPMF,Philip Morris CR a.s.,910.0,2498301184.0,PNK,EQUITY
BVNRY,Bavarian Nordic A/S,11.0,2497378560.0,PNK,EQUITY
NINTF,Ninety One Group,2.6,2491912960.0,PNK,EQUITY
MOHCF,Motor Oil (Hellas) Corinth Refineries S.A.,23.0,2491683840.0,PNK,EQUITY
CFNCF,Compagnie Financière Tradition SA,324.21,2490182400.0,PNK,EQUITY
KOJAF,Lumo Kodit Oyj,9.4,2489223936.0,PNK,EQUITY
MLFNF,Maple Leaf Foods Inc.,19.92,2484726528.0,PNK,EQUITY
CAIAF,CA Immobilien Anlagen AG,26.95,2478741248.0,PNK,EQUITY
CDGLY,ComfortDelGro Corporation Limited,22.88,2477879296.0,PNK,EQUITY
SKUEF,"Sekisui House Reit, Inc.",575.54,2477106688.0,PNK,EQUITY
PKCOF,"PARK24 Co., Ltd.",14.5,2475601920.0,PNK,EQUITY
KPLIF,Keppel Infrastructure Trust,0.40643,2473674240.0,PNK,EQUITY
ELUXY,AB Electrolux (publ),6.09,2470983936.0,PNK,EQUITY
WLWHY,Woolworths Holdings Limited,2.81,2470239744.0,PNK,EQUITY
CHRUF,Chorus Limited,5.66,2468519424.0,PNK,EQUITY
NIFCY,Nifco Inc.,13.23,2464105728.0,PNK,EQUITY
SVNBY,"Seven Bank, Ltd.",21.095,2463891456.0,PNK,EQUITY
WBRBY,Wienerberger AG,4.49,2456220928.0,PNK,EQUITY
WBRBF,Wienerberger AG,22.49,2455949824.0,PNK,EQUITY
ARHCF,Alfresa Holdings Corporation,14.0,2455740672.0,PNK,EQUITY
NSHBY,Nisshinbo Holdings Inc.,31.35,2448899328.0,PNK,EQUITY
HMNKF,HMS Networks AB (publ),48.73,2445954304.0,PNK,EQUITY
KTERF,Keio Corporation,4.22,2442886656.0,PNK,EQUITY
TSCFY,TISCO Financial Group Public Company Limited,30.5,2442145024.0,PNK,EQUITY
PMCGF,PT Merdeka Copper Gold Tbk,0.1,2441690112.0,PNK,EQUITY
SPKKY,Spark New Zealand Limited,6.45,2438267648.0,PNK,EQUITY
PCCOF,Paltac Corporation,40.21,2437969408.0,PNK,EQUITY
KRKKF,KRUK Spólka Akcyjna,124.58,2434715648.0,PNK,EQUITY
SKLYF,"Skylark Holdings Co., Ltd.",10.7,2433413632.0,PNK,EQUITY
CHRYY,Chorus Limited,28.0,2429768704.0,PNK,EQUITY
MIESY,"MITSUI E&S Co., Ltd.",24.05,2427074816.0,PNK,EQUITY
MEIUF,"Meitu, Inc.",0.5364,2426232320.0,PNK,EQUITY
HUQVF,Husqvarna AB (publ),4.24,2424757760.0,PNK,EQUITY
THYCF,Taiheiyo Cement Corporation,22.25,2424430848.0,PNK,EQUITY
CSPKY,COSCO SHIPPING Ports Limited,6.03,2422076672.0,PNK,EQUITY
ODFJF,Odfjell Drilling Ltd.,10.1,2422051584.0,PNK,EQUITY
ONTTF,Oxford Nanopore Technologies plc,2.48,2418903040.0,PNK,EQUITY
SOHGY,"Alsok Co.,Ltd.",9.95,2418159360.0,PNK,EQUITY
IMYSY,Imerys S.A.,5.7,2415522304.0,PNK,EQUITY
DENKF,Denka Company Limited,28.0,2413592064.0,PNK,EQUITY
HYSNF,Hysan Development Company Limited,2.35,2413469184.0,PNK,EQUITY
SGBAF,SES S.A.,5.82,2410846976.0,PNK,EQUITY
MXCHF,"Orbia Advance Corporation, S.A.B. de C.V.",1.25,2409015808.0,PNK,EQUITY
CDDRF,Headwater Exploration Inc.,10.12,2406160384.0,PNK,EQUITY
BYLOF,Big Yellow Group Plc,12.26,2403685376.0,PNK,EQUITY
CTRGF,Country Garden Services Holdings Company Limited,0.72524,2402080768.0,PNK,EQUITY
KSTUF,Kanematsu Corporation,14.43,2401307392.0,PNK,EQUITY
SOCNF,Socionext Inc.,13.685,2398831872.0,PNK,EQUITY
TBLMF,Tiger Brands Limited,16.39,2396052992.0,PNK,EQUITY
KGMEF,"Kagome Co., Ltd.",26.5,2395826432.0,PNK,EQUITY
RGPCF,Ratch Group Public Company Limited,1.08,2395115520.0,PNK,EQUITY
HMSNF,Hammerson Plc,4.1,2391624704.0,PNK,EQUITY
TKCBY,"Tokai Carbon Co., Ltd.",47.28,2391608832.0,PNK,EQUITY
RLLWF,Reliance Worldwide Corporation Limited,3.19,2386243840.0,PNK,EQUITY
NKRKF,Nokian Renkaat Oyj,17.3,2386153472.0,PNK,EQUITY
SYRVF,"Sacyr, S.A.",3.0,2385393152.0,PNK,EQUITY
GMOYF,"GMO internet group, Inc.",25.0,2384901120.0,PNK,EQUITY
NPPEY,"Nippon Electric Glass Co., Ltd.",16.1786,2384197376.0,PNK,EQUITY
SWONF,SoftwareOne Holding AG,10.6,2383410688.0,PNK,EQUITY
MBUMY,"Mabuchi Motor Co., Ltd.",9.99,2379676160.0,PNK,EQUITY
ENDTF,Canoe EIT Income Fund,12.75,2377887744.0,PNK,EQUITY
ALFRY,Alfresa Holdings Corporation,13.55,2376806144.0,PNK,EQUITY
AANNF,Aroundtown SA,2.29,2371365888.0,PNK,EQUITY
SHCAY,Sharp Corporation,0.9114,2367111936.0,PNK,EQUITY
PTAUY,Port of Tauranga Limited,13.905,2364721152.0,PNK,EQUITY
