ticker,company,price,cap,need,verdict,r3_fin_score,reason
NPCE,Neuropace Inc. Common Stock,14.16,486031680.0,health,B,20,R3: ranked below R4 cut (composite need+financial score)
CSSPF,NIOX Group Plc,0.82,345110368.0,health,B,17,R3: ranked below R4 cut (composite need+financial score)
OSUR,OraSure Technologies Inc. Common Stock,3.78,260701392.0,health,B,11,R3: ranked below R4 cut (composite need+financial score)
REVXF,Revenio Group Oyj,16.41,477384352.0,health,A,17,R3: ranked below R4 cut (composite need+financial score)
STAA,STAAR Surgical Company Common Stock,23.18,1162337536.0,health,B,24,R3: ranked below R4 cut (composite need+financial score)
STSEY,Stratec SE,5.51,334896224.0,health,B,14,R3: ranked below R4 cut (composite need+financial score)
TRSBF,3SBio Inc.,2.15,5358253056.0,health,B,13,R3: ranked below R4 cut (composite need+financial score)
ABT,Abbott Laboratories Common Stock,116.13,200949412164.0,health,A,10,R3: ranked below R4 cut (composite need+financial score)
ACAD,ACADIA Pharmaceuticals Inc. Common Stock,30.57,5267379685.0,health,B,10,R3: ranked below R4 cut (composite need+financial score)
ADPT,Adaptive Biotechnologies Corporation Common Stock,26.25,4189390853.0,health,A,10,R3: ranked below R4 cut (composite need+financial score)
ADUS,Addus HomeCare Corporation Common Stock,121.09,2261270987.0,health,A,10,R3: ranked below R4 cut (composite need+financial score)
AGIO,Agios Pharmaceuticals Inc. Common Stock,33.9,2023893760.0,health,B,16,R3: ranked below R4 cut (composite need+financial score)
AKESF,"Akeso, Inc.",11.5,10593146880.0,health,B,22,R3: ranked below R4 cut (composite need+financial score)
ALBHF,Alibaba Health Information Technology Limited,0.5811,9399467008.0,health,B,17,R3: ranked below R4 cut (composite need+financial score)
AKBLF,ALK-Abelló A/S,37.915,8412546048.0,health,A,22,R3: ranked below R4 cut (composite need+financial score)
ALKS,Alkermes plc Ordinary Shares,49.21,8255629824.0,health,B,24,R3: ranked below R4 cut (composite need+financial score)
AMRX,Amneal Pharmaceuticals Inc. Class A Common Stock,17.92,6241464832.0,health,A,13,R3: ranked below R4 cut (composite need+financial score)
APNHF,Aspen Pharmacare Holdings Limited,8.896,3950024704.0,health,B,5,R3: ranked below R4 cut (composite need+financial score)
ASLTY,"Asymchem Laboratories (Tianjin) Co., Ltd.",8.15,5878814208.0,health,B,17,R3: ranked below R4 cut (composite need+financial score)
AVAH,Aveanna Healthcare Holdings Inc. Common Stock,13.59,2966570496.0,health,A,21,R3: ranked below R4 cut (composite need+financial score)
BCHMF,Bachem Holding AG,91.0,6819133952.0,health,B,6,R3: ranked below R4 cut (composite need+financial score)
BDULF,Bangkok Dusit Medical Services Public Company Limited,0.5551,9568262144.0,health,B,16,R3: ranked below R4 cut (composite need+financial score)
BVNRY,Bavarian Nordic A/S,11.0,2497378560.0,health,A,22,R3: ranked below R4 cut (composite need+financial score)
BDSX,Biodesix Inc. Common Stock,28.075,296222656.0,health,B,20,R3: ranked below R4 cut (composite need+financial score)
BTSG,BrightSpring Health Services Inc. Common Stock,57.23,11323769856.0,health,A,18,R3: ranked below R4 cut (composite need+financial score)
BUHPF,Bumrungrad Hospital Public Company Limited,6.0,4820886016.0,health,B,17,R3: ranked below R4 cut (composite need+financial score)
CAMRF,Camurus AB (publ),64.0,3808587776.0,health,B,17,R3: ranked below R4 cut (composite need+financial score)
CASBF,CanSino Biologics Inc.,3.9,963470848.0,health,B,22,R3: ranked below R4 cut (composite need+financial score)
CAH,Cardinal Health Inc. Common Stock,237.92,55334416384.0,health,B,16,R3: ranked below R4 cut (composite need+financial score)
COR,Cencora Inc. Common Stock,328.06,62602760192.0,health,B,16,R3: ranked below R4 cut (composite need+financial score)
CERT,Certara Inc. Common Stock,8.14,1241665792.0,health,B,17,R3: ranked below R4 cut (composite need+financial score)
CHE,Chemed Corp,543.98,7109797376.0,health,B,19,R3: ranked below R4 cut (composite need+financial score)
CSLLY,CSL LTD,31.36,60074717184.0,health,B,20,R3: ranked below R4 cut (composite need+financial score)
CHJTF,CSPC Pharmaceutical Group Limited,1.11,12660050944.0,health,B,20,R3: ranked below R4 cut (composite need+financial score)
RDY,Dr. Reddy's Laboratories Ltd Common Stock,12.34,10279221248.0,health,A,12,R3: ranked below R4 cut (composite need+financial score)
FOCL,EDAP TMS S.A. American Depositary Shares,4.39,201733456.0,health,B,19,R3: ranked below R4 cut (composite need+financial score)
ELAN,Elanco Animal Health Incorporated Common Stock,25.09,12531189760.0,health,B,20,R3: ranked below R4 cut (composite need+financial score)
ELMD,Electromed Inc. Common Stock,39.34,325737728.0,health,B,22,R3: ranked below R4 cut (composite need+financial score)
LLY,Eli Lilly and Company Common Stock,1233.66,1100105646080.0,health,B,24,R3: ranked below R4 cut (composite need+financial score)
XGN,Exagen Inc. Common Stock,7.6,184112576.0,health,B,20,R3: ranked below R4 cut (composite need+financial score)
FMCQF,Fresenius Medical Care AG,43.01,11445377024.0,health,B,14,R3: ranked below R4 cut (composite need+financial score)
WGS,GeneDx Holdings Corp. Class A Common Stock,87.405,2606639104.0,health,A,16,R3: ranked below R4 cut (composite need+financial score)
GENSF,Genus plc,31.065,2063203328.0,health,A,13,R3: ranked below R4 cut (composite need+financial score)
GILD,Gilead Sciences Inc. Common Stock,148.77,184468144128.0,health,B,20,R3: ranked below R4 cut (composite need+financial score)
HALO,Halozyme Therapeutics Inc. Common Stock,109.32,12407601152.0,health,A,24,R3: ranked below R4 cut (composite need+financial score)
HSTM,HealthStream Inc. Common Stock,28.87,844157568.0,health,B,22,R3: ranked below R4 cut (composite need+financial score)
HKMPY,Hikma Pharmaceuticals PLC,43.94,4548139008.0,health,A,16,R3: ranked below R4 cut (composite need+financial score)
HIMS,Hims & Hers Health Inc. Class A Common Stock,31.75,7407700480.0,health,B,24,R3: ranked below R4 cut (composite need+financial score)
IHHHF,IHH Healthcare Berhad,1.71,15109822464.0,health,B,16,R3: ranked below R4 cut (composite need+financial score)
INDV,Indivior Pharmaceuticals Inc. Common Stock,35.97,4244951040.0,health,A,22,R3: ranked below R4 cut (composite need+financial score)
IVBIY,"Innovent Biologics, Inc.",54.29,23628648448.0,health,A,20,R3: ranked below R4 cut (composite need+financial score)
JDHIY,JD Health International Inc.,5.05,16107132928.0,health,B,19,R3: ranked below R4 cut (composite need+financial score)
LFST,LifeStance Health Group Inc. Common Stock,12.28,4691642880.0,health,B,23,R3: ranked below R4 cut (composite need+financial score)
LQDA,Liquidia Corporation Common Stock,70.49,6309481472.0,health,B,24,R3: ranked below R4 cut (composite need+financial score)
MDGL,Madrigal Pharmaceuticals Inc. Common Stock,512.16,11833008128.0,health,B,22,R3: ranked below R4 cut (composite need+financial score)
MCK,McKesson Corporation Common Stock,905.09,105524772864.0,health,B,16,R3: ranked below R4 cut (composite need+financial score)
MCVEF,Medicover AB (publ),27.25,4141298944.0,health,B,17,R3: ranked below R4 cut (composite need+financial score)
MEDOF,Medios AG,50.0,1275286144.0,health,B,16,R3: ranked below R4 cut (composite need+financial score)
NVO,Novo Nordisk A/S Common Stock,48.66,215127310336.0,health,B,17,R3: ranked below R4 cut (composite need+financial score)
OPCH,Option Care Health Inc. Common Stock,23.64,3540923136.0,health,A,14,R3: ranked below R4 cut (composite need+financial score)
OGN,Organon & Co. Common Stock ,13.75,3610879744.0,health,B,14,R3: ranked below R4 cut (composite need+financial score)
ONTTF,Oxford Nanopore Technologies plc,2.48,2418903040.0,health,B,18,R3: ranked below R4 cut (composite need+financial score)
PRGO,Perrigo Company plc Ordinary Shares,14.48,2003565312.0,health,A,13,R3: ranked below R4 cut (composite need+financial score)
PHBBF,"Pharmaron Beijing Co., Ltd.",1.93,3545957120.0,health,B,17,R3: ranked below R4 cut (composite need+financial score)
PLYGF,PolyPeptide Group AG,54.42,1796753024.0,health,B,13,R3: ranked below R4 cut (composite need+financial score)
PBH,Prestige Consumer Healthcare Inc. Common Stock,51.45,2437419008.0,health,B,20,R3: ranked below R4 cut (composite need+financial score)
PRVA,Privia Health Group Inc. Common Stock,21.2,2707965184.0,health,B,18,R3: ranked below R4 cut (composite need+financial score)
PMCUF,Pro Medicus Limited,137.71,15065382912.0,health,A,22,R3: ranked below R4 cut (composite need+financial score)
QGEN,Qiagen N.V. Common Shares,43.65,9013507072.0,health,B,17,R3: ranked below R4 cut (composite need+financial score)
RMYHY,Ramsay Health Care Limited,7.35,6786396160.0,health,B,16,R3: ranked below R4 cut (composite need+financial score)
RGEN,Repligen Corporation Common Stock,181.69,10253788160.0,health,A,20,R3: ranked below R4 cut (composite need+financial score)
SRTOY,Sartorius Stedim Biotech S.A.,22.45,21839550464.0,health,A,16,R3: ranked below R4 cut (composite need+financial score)
SWGHF,"Sawai Group Holdings Co., Ltd.",11.52,1330394496.0,health,A,9,R3: ranked below R4 cut (composite need+financial score)
SHTPY,SCHOTT Pharma AG & Co. KGaA,4.37,2632743680.0,health,B,13,R3: ranked below R4 cut (composite need+financial score)
SHPMY,"Shanghai Pharmaceuticals Holding Co., Ltd",7.04,5221373440.0,health,B,14,R3: ranked below R4 cut (composite need+financial score)
SMMNY,Siemens Healthineers AG,23.13,51774144512.0,health,B,16,R3: ranked below R4 cut (composite need+financial score)
SIGGF,Sigma Healthcare Limited,2.2125,25540442112.0,health,B,17,R3: ranked below R4 cut (composite need+financial score)
SMSSY,"SMS Co., Ltd.",7.232,1428675456.0,health,B,16,R3: ranked below R4 cut (composite need+financial score)
SKHCF,Sonic Healthcare Limited,15.76,8346407424.0,health,A,19,R3: ranked below R4 cut (composite need+financial score)
SOPH,SOPHiA GENETICS SA Ordinary Shares,8.37,712519872.0,health,B,22,R3: ranked below R4 cut (composite need+financial score)
TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares,38.1,44397780992.0,health,A,14,R3: ranked below R4 cut (composite need+financial score)
TGTX,TG Therapeutics Inc. Common Stock,55.42,8483891712.0,health,B,24,R3: ranked below R4 cut (composite need+financial score)
TVTX,Travere Therapeutics Inc. Common Stock,67.01,6316434944.0,health,B,22,R3: ranked below R4 cut (composite need+financial score)
TSMRF,Tsumura & Co.,23.2,1729454592.0,health,B,16,R3: ranked below R4 cut (composite need+financial score)
TWST,Twist Bioscience Corporation Common Stock,151.42,9495157760.0,health,A,18,R3: ranked below R4 cut (composite need+financial score)
UCBJY,UCB SA,130.83,49888772096.0,health,B,22,R3: ranked below R4 cut (composite need+financial score)
RARE,Ultragenyx Pharmaceutical Inc. Common Stock,26.46,2608661504.0,health,B,16,R3: ranked below R4 cut (composite need+financial score)
UTHR,United Therapeutics Corporation Common Stock,518.53,22240112640.0,health,B,14,R3: ranked below R4 cut (composite need+financial score)
URGN,UroGen Pharma Ltd. Ordinary Shares,46.36,2266103040.0,health,A,18,R3: ranked below R4 cut (composite need+financial score)
VCEL,Vericel Corporation Common Stock,43.22,2213149952.0,health,B,22,R3: ranked below R4 cut (composite need+financial score)
VRTX,Vertex Pharmaceuticals Incorporated Common Stock,552.85,140125863936.0,health,A,22,R3: ranked below R4 cut (composite need+financial score)
VETOF,Vetoquinol SA,90.8,1055515456.0,health,B,14,R3: ranked below R4 cut (composite need+financial score)
VTRS,Viatris Inc. Common Stock,16.72,19204438016.0,health,A,16,R3: ranked below R4 cut (composite need+financial score)
VRBCF,Virbac SA,383.25,3212257280.0,health,B,17,R3: ranked below R4 cut (composite need+financial score)
WXXWY,WuXi Biologics (Cayman) Inc.,12.77,26218399744.0,health,A,18,R3: ranked below R4 cut (composite need+financial score)
ZTS,Zoetis Inc. Class A Common Stock,77.29,31938054144.0,health,B,14,R3: ranked below R4 cut (composite need+financial score)
FDMDF,4DMedical Limited,2.95,1769803264.0,health,B,10,R3: ranked below R4 cut (composite need+financial score)
AHCO,AdaptHealth Corp. Common Stock,5.48,747166194.0,health,B,10,R3: ranked below R4 cut (composite need+financial score)
AGYTF,Allergy Therapeutics plc,0.15,949879488.0,health,B,12,R3: ranked below R4 cut (composite need+financial score)
AMPH,Amphastar Pharmaceuticals Inc. Common Stock,21.98,934984000.0,health,A,20,R3: ranked below R4 cut (composite need+financial score)
ANIP,ANI Pharmaceuticals Inc.,75.65,1737707136.0,health,B,24,R3: ranked below R4 cut (composite need+financial score)
AQST,Aquestive Therapeutics Inc. Common Stock,5.08,637599168.0,health,B,22,R3: ranked below R4 cut (composite need+financial score)
ARDX,Ardelyx Inc. Common Stock,3.78,975948992.0,health,B,22,R3: ranked below R4 cut (composite need+financial score)
BPMUF,Basilea Pharmaceutica AG,77.4,957952064.0,health,A,21,R3: ranked below R4 cut (composite need+financial score)
CRTHF,CARsgen Therapeutics Holdings Limited,1.62,923127872.0,health,B,20,R3: ranked below R4 cut (composite need+financial score)
CMOPF,Cosmo N.V.,70.0,1203334528.0,health,B,12,R3: ranked below R4 cut (composite need+financial score)
CYRX,CryoPort Inc. Common Stock,16.72,846852928.0,health,A,18,R3: ranked below R4 cut (composite need+financial score)
CSPHF,CStone Pharmaceuticals,0.71,1131819776.0,health,B,19,R3: ranked below R4 cut (composite need+financial score)
CVRX,CVRx Inc. Common Stock,3.37,89782176.0,health,B,18,R3: ranked below R4 cut (composite need+financial score)
ETON,Eton Pharmaceuticals Inc. Common Stock,63.05,1802166656.0,health,B,24,R3: ranked below R4 cut (composite need+financial score)
GNFTF,Genfit S.A.,15.75,789015488.0,health,B,20,R3: ranked below R4 cut (composite need+financial score)
GERN,Geron Corporation Common Stock,1.55,995833728.0,health,B,20,R3: ranked below R4 cut (composite need+financial score)
HROW,Harrow Inc. Common Stock,41.33,1549372800.0,health,A,18,R3: ranked below R4 cut (composite need+financial score)
HBMHF,HBM Holdings Limited,1.56,1303004544.0,health,B,24,R3: ranked below R4 cut (composite need+financial score)
BTSDF,Health and Happiness (H&H) International Holdings Limited,1.45,936064000.0,health,B,17,R3: ranked below R4 cut (composite need+financial score)
HYHHF,"Hygeia Healthcare Holdings Co., Limited",1.68,1017495680.0,health,B,11,R3: ranked below R4 cut (composite need+financial score)
IMCR,Immunocore Holdings plc American Depositary Shares,37.4,1926048256.0,health,B,21,R3: ranked below R4 cut (composite need+financial score)
INNV,InnovAge Holding Corp. Common Stock,10.92,1482241536.0,health,A,22,R3: ranked below R4 cut (composite need+financial score)
ITGDF,Integral Diagnostics Limited,2.6125,974636288.0,health,B,19,R3: ranked below R4 cut (composite need+financial score)
IRWD,Ironwood Pharmaceuticals Inc. Class A Common Stock,4.39,725403392.0,health,B,24,R3: ranked below R4 cut (composite need+financial score)
KKPCF,"Kaken Pharmaceutical Co., Ltd.",26.0,984576192.0,health,B,20,R3: ranked below R4 cut (composite need+financial score)
KSPHF,"Kissei Pharmaceutical Co., Ltd.",25.77,1068726784.0,health,B,16,R3: ranked below R4 cut (composite need+financial score)
KHTRF,Knight Therapeutics Inc.,6.95,682709696.0,health,B,24,R3: ranked below R4 cut (composite need+financial score)
CSBTF,Kuros Biosciences AG,26.99,1070740160.0,health,A,20,R3: ranked below R4 cut (composite need+financial score)
KYRNF,"KYORIN Pharmaceutical Co., Ltd.",10.31,592271360.0,health,B,9,R3: ranked below R4 cut (composite need+financial score)
LTGHF,Life Healthcare Group Holdings Limited,0.69,987410112.0,health,B,9,R3: ranked below R4 cut (composite need+financial score)
LYPHF,Luye Pharma Group Ltd.,0.27,1078519296.0,health,B,15,R3: ranked below R4 cut (composite need+financial score)
MNKD,MannKind Corporation Common Stock,4.16,1337624960.0,health,B,24,R3: ranked below R4 cut (composite need+financial score)
OCUTF,Ocumension Therapeutics,0.7,562745280.0,health,B,17,R3: ranked below R4 cut (composite need+financial score)
OMDA,Omada Health Inc. Common Stock,23.94,1465527936.0,health,B,24,R3: ranked below R4 cut (composite need+financial score)
OXBDF,Oxford Biomedica plc,7.2,871519808.0,health,B,19,R3: ranked below R4 cut (composite need+financial score)
PCRX,Pacira BioSciences Inc. Common Stock,25.53,1017674048.0,health,A,20,R3: ranked below R4 cut (composite need+financial score)
PNTG,The Pennant Group Inc. Common Stock ,38.25,1336036992.0,health,A,21,R3: ranked below R4 cut (composite need+financial score)
PPTDF,PeptiDream Inc.,6.74,866546432.0,health,B,13,R3: ranked below R4 cut (composite need+financial score)
PHGUF,Pharming Group N.V.,1.18,835181824.0,health,B,14,R3: ranked below R4 cut (composite need+financial score)
PHAR,Pharming Group N.V. ADS each representing 10 ordinary shares,11.77,833058624.0,health,B,14,R3: ranked below R4 cut (composite need+financial score)
PHAT,Phathom Pharmaceuticals Inc. Common Stock,8.8,711928256.0,health,B,22,R3: ranked below R4 cut (composite need+financial score)
PAHC,Phibro Animal Health Corporation Class A Common Stock,35.93,1457490304.0,health,B,17,R3: ranked below R4 cut (composite need+financial score)
RXST,RxSight Inc. Common Stock,6.4,266196848.0,health,B,15,R3: ranked below R4 cut (composite need+financial score)
SDGR,Schrodinger Inc. Common Stock,19.99,1495364608.0,health,B,18,R3: ranked below R4 cut (composite need+financial score)
SHNXY,Shandong Xinhua Pharmaceutical Company Limited,18.19,1267267200.0,health,B,9,R3: ranked below R4 cut (composite need+financial score)
SHHPF,"Ship Healthcare Holdings, Inc.",16.88,1539702912.0,health,B,12,R3: ranked below R4 cut (composite need+financial score)
STLN,Starling Oncology Inc. Common Stock,6.3,642071552.0,health,B,20,R3: ranked below R4 cut (composite need+financial score)
SNDX,Syndax Pharmaceuticals Inc. Common Stock,19.92,1778797952.0,health,B,18,R3: ranked below R4 cut (composite need+financial score)
TWAPF,"Towa Pharmaceutical Co., Ltd.",25.98,1278940032.0,health,A,15,R3: ranked below R4 cut (composite need+financial score)
TRJNF,Trajan Group Holdings Limited,0.4,61145452.0,health,B,16,R3: ranked below R4 cut (composite need+financial score)
USPH,U.S. Physical Therapy Inc. Common Stock,77.32,1153822976.0,health,A,17,R3: ranked below R4 cut (composite need+financial score)
XERS,Xeris Biopharma Holdings Inc. Common Stock,8.74,1593479424.0,health,B,24,R3: ranked below R4 cut (composite need+financial score)
ZVRA,Zevra Therapeutics Inc. Common Stock,12.04,714980736.0,health,B,24,R3: ranked below R4 cut (composite need+financial score)
ACMLF,Ascom Holding AG,4.37,143860480.0,health,B,14,R3: ranked below R4 cut (composite need+financial score)
BIOYF,BioSyent Inc.,11.25,127267144.0,health,B,20,R3: ranked below R4 cut (composite need+financial score)
ECOR,electroCore Inc. Common Stock,9.47,85380432.0,health,B,20,R3: ranked below R4 cut (composite need+financial score)
MDXH,MDxHealth SA Ordinary Shares,0.7888,75265232.0,health,B,11,R3: ranked below R4 cut (composite need+financial score)
MDLYF,"Medley, Inc.",13.52,408586368.0,health,B,17,R3: ranked below R4 cut (composite need+financial score)
OM,Outset Medical Inc. Common Stock,4.305,80921784.0,health,B,14,R3: ranked below R4 cut (composite need+financial score)
PHCUF,Photocure ASA,6.01,161768832.0,health,B,20,R3: ranked below R4 cut (composite need+financial score)
SLP,Simulations Plus Inc. Common Stock,18.4,372137024.0,health,A,20,R3: ranked below R4 cut (composite need+financial score)
VKSKF,"Vital KSK Holdings, Inc.",9.2,440060672.0,health,B,9,R3: ranked below R4 cut (composite need+financial score)
ACOG,Alpha Cognition Inc. Common Stock,9.75,212334208.0,health,B,18,R3: ranked below R4 cut (composite need+financial score)
AUNA,Auna SA Class A Ordinary Shares,5.28,390788455.0,health,B,10,R3: ranked below R4 cut (composite need+financial score)
CUVL,Clinuvel Pharmaceuticals Limited American Depositary Shares,7.6,383252000.0,health,B,17,R3: ranked below R4 cut (composite need+financial score)
EBS,Emergent BioSolutions Inc. Common Stock,5.64,289181615.0,health,B,10,R3: ranked below R4 cut (composite need+financial score)
FENC,Fennec Pharmaceuticals Inc. Common Stock,11.71,410248140.0,health,B,10,R3: ranked below R4 cut (composite need+financial score)
FGHQF,Frontage Holdings Corporation,0.15,304159296.0,health,B,14,R3: ranked below R4 cut (composite need+financial score)
HUMA,Humacyte Inc. Common Stock,0.7012,194792031.0,health,B,10,R3: ranked below R4 cut (composite need+financial score)
DERM,Journey Medical Corporation Common Stock,7.53,212529694.0,health,B,10,R3: ranked below R4 cut (composite need+financial score)
LENZ,LENZ Therapeutics Inc. Common Stock,4.67,146733002.0,health,B,10,R3: ranked below R4 cut (composite need+financial score)
LFCR,Lifecore Biomedical Inc. Common Stock,4.64,175638198.0,health,B,10,R3: ranked below R4 cut (composite need+financial score)
MIST,Milestone Pharmaceuticals Inc. Common Shares,1.16,144417657.0,health,B,10,R3: ranked below R4 cut (composite need+financial score)
PLX,Protalix BioTherapeutics Inc. (DE) Common Stock,2.4,193371941.0,health,B,10,R3: ranked below R4 cut (composite need+financial score)
XFOR,X4 Pharmaceuticals Inc. Common Stock,4.16,412450451.0,health,B,10,R3: ranked below R4 cut (composite need+financial score)
IDXG,"INTERPACE BIOSCIENCES, INC.",1.42,39335284.0,health,B,14,R3: ranked below R4 cut (composite need+financial score)
AALBF,Aalberts N.V.,46.98,5007145472.0,infrastructure,A,17,R3: ranked below R4 cut (composite need+financial score)
AMD,Advanced Micro Devices Inc. Common Stock,479.18,782249390626.0,infrastructure,B,10,R3: ranked below R4 cut (composite need+financial score)
ADTTF,Advantest Corporation,239.0,172625281024.0,infrastructure,B,24,R3: ranked below R4 cut (composite need+financial score)
ALFVY,Alfa Laval AB (publ),60.64,25064105984.0,infrastructure,A,19,R3: ranked below R4 cut (composite need+financial score)
ALGM,Allegro MicroSystems Inc. Common Stock,37.44,6978892288.0,infrastructure,B,24,R3: ranked below R4 cut (composite need+financial score)
AMDLY,"Amada Co., Ltd.",74.66,5753703424.0,infrastructure,B,19,R3: ranked below R4 cut (composite need+financial score)
ADI,Analog Devices Inc. Common Stock,373.66,181062729728.0,infrastructure,B,24,R3: ranked below R4 cut (composite need+financial score)
ADRZY,Andritz AG,18.51,9069789184.0,infrastructure,A,20,R3: ranked below R4 cut (composite need+financial score)
AITUY,Anritsu Corporation,23.9328,3063204608.0,infrastructure,B,24,R3: ranked below R4 cut (composite need+financial score)
AMAT,Applied Materials Inc. Common Stock,480.04,380958507008.0,infrastructure,A,22,R3: ranked below R4 cut (composite need+financial score)
ARM,Arm Holdings plc American Depositary Shares,241.56,257985740800.0,infrastructure,B,22,R3: ranked below R4 cut (composite need+financial score)
ASMLF,ASML Holding N.V.,1742.0,669102178304.0,infrastructure,A,22,R3: ranked below R4 cut (composite need+financial score)
ASMVF,ASMPT Limited,21.0,8807169024.0,infrastructure,B,19,R3: ranked below R4 cut (composite need+financial score)
ATLKY,Atlas Copco AB (publ),21.64,105573351424.0,infrastructure,A,19,R3: ranked below R4 cut (composite need+financial score)
YMATF,Azbil Corporation,10.27,5145269760.0,infrastructure,A,13,R3: ranked below R4 cut (composite need+financial score)
AVGO,Broadcom Inc. Common Stock,356.74,1697219084288.0,infrastructure,B,24,R3: ranked below R4 cut (composite need+financial score)
CKDOF,CKD Corporation,32.0,2138720384.0,infrastructure,B,19,R3: ranked below R4 cut (composite need+financial score)
DAIUF,"Daifuku Co., Ltd.",48.21,17944434688.0,infrastructure,A,13,R3: ranked below R4 cut (composite need+financial score)
DSCSY,Disco Corporation,38.03,41250275328.0,infrastructure,A,20,R3: ranked below R4 cut (composite need+financial score)
MRSKF,"DMG Mori Co., Ltd.",21.9,3090093824.0,infrastructure,B,22,R3: ranked below R4 cut (composite need+financial score)
EBCOF,Ebara Corporation,34.22,15583494144.0,infrastructure,A,21,R3: ranked below R4 cut (composite need+financial score)
FANUF,Fanuc Corporation,38.1,35553308672.0,infrastructure,B,17,R3: ranked below R4 cut (composite need+financial score)
FSLR,First Solar Inc. Common Stock,206.82,22226903040.0,infrastructure,A,13,R3: ranked below R4 cut (composite need+financial score)
FLIDF,FLSmidth & Co. A/S,81.6,4352205824.0,infrastructure,B,15,R3: ranked below R4 cut (composite need+financial score)
FORM,FormFactor Inc. FormFactor Inc. Common Stock,107.72,8415164928.0,infrastructure,B,24,R3: ranked below R4 cut (composite need+financial score)
FMMFF,Fuji Corporation,50.34,4425544192.0,infrastructure,B,19,R3: ranked below R4 cut (composite need+financial score)
FCHRF,Georg Fischer AG,63.78,5227025920.0,infrastructure,A,15,R3: ranked below R4 cut (composite need+financial score)
GFS,GlobalFoundries Inc. Ordinary Shares,45.92,25196343296.0,infrastructure,B,17,R3: ranked below R4 cut (composite need+financial score)
HSYDF,Harmonic Drive Systems Inc.,35.916,3400052480.0,infrastructure,B,17,R3: ranked below R4 cut (composite need+financial score)
HXGBY,Hexagon AB (publ),10.61,28257376256.0,infrastructure,A,17,R3: ranked below R4 cut (composite need+financial score)
HRIBF,"HORIBA, Ltd.",162.47,6827242496.0,infrastructure,A,21,R3: ranked below R4 cut (composite need+financial score)
HSHZY,Hoshizaki Corporation,8.35,4677975552.0,infrastructure,B,21,R3: ranked below R4 cut (composite need+financial score)
IHICY,IHI Corporation,16.91,17927337984.0,infrastructure,B,15,R3: ranked below R4 cut (composite need+financial score)
IMIUY,IMI plc,42.32,10026696704.0,infrastructure,B,20,R3: ranked below R4 cut (composite need+financial score)
IFCNF,INFICON Holding AG,195.56,4780926976.0,infrastructure,B,22,R3: ranked below R4 cut (composite need+financial score)
IFNNY,INFINEON TECHNOLOGIES AG,64.47,83778740224.0,infrastructure,A,21,R3: ranked below R4 cut (composite need+financial score)
IPGLF,INTERPUMP GROUP SPA /FI,51.0,5359804416.0,infrastructure,B,16,R3: ranked below R4 cut (composite need+financial score)
IPGP,IPG Photonics Corporation Common Stock,71.73,3051002624.0,infrastructure,B,19,R3: ranked below R4 cut (composite need+financial score)
JGHAF,Jungheinrich Aktiengesellschaft,33.84,3451680000.0,infrastructure,B,16,R3: ranked below R4 cut (composite need+financial score)
KRDXF,Kardex Holding AG,295.5,2280429568.0,infrastructure,B,19,R3: ranked below R4 cut (composite need+financial score)
KYCCF,Keyence Corporation,515.0,124900442112.0,infrastructure,B,20,R3: ranked below R4 cut (composite need+financial score)
KNYJY,KONE Oyj,30.62,31739691008.0,infrastructure,A,17,R3: ranked below R4 cut (composite need+financial score)
KRNNF,Krones AG,135.6,4284020736.0,infrastructure,A,17,R3: ranked below R4 cut (composite need+financial score)
KSVRF,KSB SE & Co. KGaA,1348.47,2361611776.0,infrastructure,A,17,R3: ranked below R4 cut (composite need+financial score)
MRVL,Marvell Technology Inc. Common Stock,240.38,216030625792.0,infrastructure,B,24,R3: ranked below R4 cut (composite need+financial score)
MLXSF,Melexis NV,76.0,2992667904.0,infrastructure,B,16,R3: ranked below R4 cut (composite need+financial score)
MCHP,Microchip Technology Incorporated Common Stock,73.5,39911141376.0,infrastructure,B,24,R3: ranked below R4 cut (composite need+financial score)
MIURF,"Miura Co., Ltd.",19.62,2271002624.0,infrastructure,A,19,R3: ranked below R4 cut (composite need+financial score)
MPWR,Monolithic Power Systems Inc. Common Stock,1304.15,64089845760.0,infrastructure,A,24,R3: ranked below R4 cut (composite need+financial score)
NCTKY,Nabtesco Corporation,15.06,3740849664.0,infrastructure,B,16,R3: ranked below R4 cut (composite need+financial score)
NXT,Nextpower Inc. Common Stock,84.81,13030068224.0,infrastructure,A,17,R3: ranked below R4 cut (composite need+financial score)
NGKIF,NGK Corporation,32.5,9148206080.0,infrastructure,B,15,R3: ranked below R4 cut (composite need+financial score)
NRDXF,Nordex SE,45.8,10848741376.0,infrastructure,A,19,R3: ranked below R4 cut (composite need+financial score)
NVDA,NVIDIA Corporation Common Stock,213.05,5160284192768.0,infrastructure,B,24,R3: ranked below R4 cut (composite need+financial score)
NXPI,NXP Semiconductors N.V. Common Stock,224.75,56673898496.0,infrastructure,B,22,R3: ranked below R4 cut (composite need+financial score)
ON,ON Semiconductor Corporation Common Stock,72.51,28229494784.0,infrastructure,A,19,R3: ranked below R4 cut (composite need+financial score)
POWI,Power Integrations Inc. Common Stock,54.63,3052358144.0,infrastructure,A,17,R3: ranked below R4 cut (composite need+financial score)
